id,road,house_number,neighbourhood,county
1310900260,Somerset Lane,4101,Cambridge East,King County
224069094,248th Avenue Southeast,2205,N/A,King County
7800800160,Southeast 235th Place,12836,N/A,King County
2944000240,157th Avenue Northeast,13327,N/A,King County
4139400710,167th Avenue Southeast,16810,N/A,King County
7899800860,17th Avenue Southwest,9061,Highland Park,King County
2473420140,135th Place Southeast,16817,N/A,King County
5000500055,South 121st Street,2460,N/A,King County
4099500935,West Mercer Way,2424,McGilvra,King County
1373800295,42nd Avenue West,2801,Carleton Park,King County
4025300135,22nd Avenue Northeast,16521,Briarcrest,King County
3294700310,High Avenue South,805,N/A,King County
8718500075,64th Avenue Northeast,15406,N/A,King County
4309710240,Southeast 100th Street,17128,N/A,King County
5486800070,Merrimount Drive,8105,Mercer Heights,King County
236400320,33rd Avenue South,18819,N/A,King County
4376700570,Northeast 31st Street,18222,N/A,King County
8648100200,Southeast 267th Place,19914,N/A,King County
3624079046,372nd Avenue Southeast,8909,N/A,King County
1921069084,Southeast 342nd Street,19415,N/A,King County
6431500140,Dayton Avenue North,8734,N/A,King County
2725069050,237th Court Northeast,1571,N/A,King County
5307100060,129th Avenue Southeast,12817,N/A,King County
7203102050,Elliston Way Northeast,11087,N/A,King County
561000075,59th Avenue South,10636,Rainier Beach,King County
2436701180,36th Avenue Northeast,5208,Ravenna,King County
809002765,2nd Avenue North,2102,N/A,King County
4045500710,East Lake Joy Drive Northeast,10649,N/A,King County
5104510270,Maple Ridge Way Southeast,27325,Maple Woods,King County
98020350,278th Avenue Southeast,27720,N/A,King County
1714900060,17th Avenue South,5830,Van Asselt,King County
1189000030,26th Avenue,1423,N/A,King County
2473360060,Southeast 172nd Place,13407,N/A,King County
222069082,Southeast 200th Street,25015,N/A,King County
8669160310,50th Street Northeast,1427,N/A,King County
1526069135,Northeast 164th Street,16416,N/A,King County
1088650310,Northeast 198th Street,19730,N/A,King County
8945200860,29th Avenue Southwest,2905,Twin Lakes,King County
7853240200,Upper Trail,6516,N/A,King County
7511800070,South 296th Street,2113,Laurelwood,King County
2998800125,60th Avenue Southwest,3426,Alki,King County
3876300310,Northeast 140th Street,12221,N/A,King County
5419800510,123rd Place Southeast,12323,Hillshire Terrace,King County
192460060,439th Avenue Southeast,13630,N/A,King County
7942601895,East Alder Street,1914,N/A,King County
7504010570,211th Avenue Northeast,3004,N/A,King County
1442740140,Southeast 256th Place,21108,Cedar Downs,King County
6909200575,31st Avenue South,1418,N/A,King County
2525069041,Northeast 22nd Street,27435,N/A,King County
3620069036,276th Avenue Southeast,46901,N/A,King County
2781280390,114th Lane Southeast,11429,N/A,King County
9542830350,243rd Southeast Place,26147,Woodridge,King County
1123049053,South 120th Street,6710,N/A,King County
8018600765,South 124th Street,1219,Beverly Park,King County
3278600240,32nd Avenue Southwest,5910,N/A,King County
7846200070,Snoqualm Place,940,N/A,King County
662310400,Southwest 353rd Street,425,N/A,King County
8651100140,Southeast 60th Street,9204,N/A,King County
8682250350,Northeast 126th Street,23351,N/A,King County
3211230260,Southeast 321st Place,16923,N/A,King County
4233400340,Green River Gorge Road,26004,Lawson Hill Estates,King County
7199350340,160th Court Northeast,10512,N/A,King County
3904901710,Southeast 43rd Court,24231,Hunter's Ridge,King County
240000058,Military Road South,19715,N/A,King County
6865200444,North 48th Street,1411,Meridian,King County
9498200046,13th Avenue Northwest,10343,Blue Ridge,King County
1796380960,192nd Place Southeast,26126,N/A,King County
5631500868,Northeast 163rd Street,7404,N/A,King County
3126049411,Fremont Avenue North,9245,N/A,King County
2321300390,Condon Way West,2018,Magnolia Village,King County
3905040800,Klahanie Drive Southeast,4226,Hunter's Ridge,King County
4379400260,236th Place Northeast,24524,N/A,King County
5115000160,Southeast 229th Street,11431,N/A,King County
2826049234,Northeast 120th Street,1716,N/A,King County
6600700030,Northeast 93rd Place,17023,Education Hill,King County
3904930240,242nd Avenue Southeast,3917,N/A,King County
9407110700,Southeast 169th Street,16865,Wilderness Rim,King County
1682500160,Southeast 322nd Place,11803,N/A,King County
8078570390,Southeast 222nd Place,12621,Hillshire Terrace,King County
3010300240,46th Avenue Southwest,4045,N/A,King County
9500900135,24th Street Southeast,1235,N/A,King County
461001615,12th Avenue Northwest,7317,Whittier Heights,King County
6411600069,Corliss Avenue North,11502,N/A,King County
7812800565,South 120th Street,7548,Bryn Mawr,King County
7548300731,18th Avenue South,1811,N/A,King County
8925100390,51st Avenue Northeast,7324,View Ridge,King County
7010700292,West Mansell Street,4206,Lawton Park,King County
9485951170,185th Place Southeast,28030,Winterwood Estates,King County
5437820310,Harmony Lane,506,N/A,King County
582000135,West Emerson Street,3009,Lawton Park,King County
3204800370,121st Place Southeast,7230,N/A,King County
8832900550,Northeast 182nd Street,5815,N/A,King County
9550204515,Latona Avenue Northeast,5117,Meridian,King County
7199330390,Northeast 109th Street,10908,N/A,King County
6131600060,16th Street Northeast,1202,N/A,King County
5379805460,South 172nd Place,4700,N/A,King County
7212652180,19th Way South,37128,N/A,King County
6379500640,46th Avenue Southwest,2328,Admiral,King County
4315700060,Sylvan Lane Southwest,7100,Morgan Junction,King County
3329500060,52nd Avenue South,29730,N/A,King County
4140090320,Kenlake Place Northeast,19204,N/A,King County
9385200045,Wickstrom Place Southwest,2426,Alki,King County
7852180340,Southeast Forest Street,36518,Eagle Nest,King County
1545804340,Southeast 265th Street,21825,Cherokee Bay,King County
2490200320,Southwest Holden Street,3946,High Point,King County
2218000335,Northeast 54th Street,2112,University Park,King County
922049078,South 208th Street,2511,N/A,King County
2586800270,Southwest 110th Lane,11003,N/A,King County
4338800370,8th Avenue Southwest,13719,N/A,King County
7214700350,Northeast 185th Street,19518,N/A,King County
3226200105,South Fletcher Street,4602,Rainier Beach,King County
2324039036,37th Avenue Southwest,5215,Morgan Junction,King County
7849202231,Doone Lane Southeast,8314,N/A,King County
5196410260,Northeast 50th Street,16304,N/A,King County
3760500116,Northeast Juanita Drive,8801,N/A,King County
2985800030,Northeast 59th Street,5628,Windermere,King County
259900160,Northeast 25th Way,17308,N/A,King County
708000030,Northeast 16th Street,10608,Ashwood,King County
192460310,436th Avenue Southeast,43621,N/A,King County
9412200260,Wildwood Boulevard Southwest,1115,N/A,King County
1062100116,Northeast 171st Street,4518,N/A,King County
6798100662,16th Avenue Northeast,11716,N/A,King County
1775920350,Northeast 156th Court,17254,N/A,King County
2525500260,Bremerton Place Northeast,104,South Union,King County
6145600041,North 105th Street,353,N/A,King County
3300701615,19th Avenue Northwest,8530,N/A,King County
5151600340,South 299th Place,1020,Marine Hills,King County
7613700521,50th Avenue Northeast,4217,Laurelhurst,King County
2710600045,39th Avenue Northeast,N/A,N/A,King County
5101405124,Northeast 96th Street,824,N/A,King County
6067910030,119th Place Southeast,6640,N/A,King County
1959701890,11th Avenue East,2818,Portage Bay,King County
1402200340,Southeast 181st Street,14616,Fairwood Firs,King County
3558900070,104th Avenue Northeast,11628,N/A,King County
7846700310,West 3rd Street,107,N/A,King County
3348401740,South 112th Street,5009,N/A,King County
3013300288,California Avenue Southwest,8110,Fauntleroy,King County
7852070060,Palmeter Lane Southeast,35214,Snoqualmie,King County
5029450160,Southwest 347th Street,2640,N/A,King County
3526069070,Northeast 108th Street,24927,N/A,King County
5104540240,254th Way Southeast,27465,N/A,King County
3438500486,Southwest Brandon Street,1911,N/A,King County
5102400105,Northeast 90th Street,542,Licton Springs,King County
2346200030,119th Avenue Southeast,6379,N/A,King County
1321710030,Southwest 346th Street,833,N/A,King County
7853290030,Silent Creek Avenue Southeast,6315,N/A,King County
1566100400,Northeast 96th Street,2715,Alicia Park,King County
1775800800,179th Place Northeast,17908,N/A,King County
9133600075,Seneca Avenue Northwest,266,N/A,King County
5450900060,90th Avenue Southeast,5310,N/A,King County
1402600700,151st Court Southeast,18313,Carriagewood,King County
8024200350,Northeast 97th Street,1042,N/A,King County
3121500340,Northeast 77th Street,23047,N/A,King County
7697870860,117th Place Southeast,25813,Seven Oaks East,King County
7527200030,192nd Avenue Southeast,2204,N/A,King County
2013200390,18th Avenue South,23401,Central Des Moines,King County
766500030,Southeast 262nd Place,18035,Covington Woods,King County
6664000030,Southeast 23rd Street,10817,N/A,King County
9349900105,20th Avenue Southwest,3704,Youngstown,King County
1895000045,57th Avenue South,9642,Rainier Beach,King County
6205500030,Southeast 24th Street,12220,Norwood Village,King County
7011200260,10th Avenue West,2126,Interbay,King County
41000454,South 152nd Street,3220,N/A,King County
7203600550,6th Avenue South,28632,Redondo,King County
9477200560,Northeast 143rd Place,11236,N/A,King County
4022907770,Northeast 187th Street,18730,N/A,King County
5231000060,162nd Avenue Southeast,11311,N/A,King County
6055000310,278th Avenue Southeast,40121,N/A,King County
3216900060,Southeast 203rd Street,11824,Willow Ridge,King County
7967200060,42nd Place South,27220,Cambridge East,King County
8077210350,Northeast 21st Street,2031,N/A,King County
7203000640,14th Avenue South,28729,N/A,King County
2988000070,91st Place Northeast,17902,N/A,King County
3832200070,45th Place South,25242,N/A,King County
3670500710,Northeast 147th Street,1722,N/A,King County
8820903380,Northeast 117th Street,11705,N/A,King County
8820903380,Northeast 117th Street,11705,N/A,King County
4233400400,McKay Lane,32513,Lawson Hill Estates,King County
3793500550,233rd Court Southeast,26209,Katesridge,King County
6431000270,North 83rd Street,718,N/A,King County
2225059214,N/A,2655,N/A,King County
7694800270,SR 520 Trail,6854,N/A,King County
2171400197,64th Avenue South,12231,N/A,King County
2473400340,133rd Place Southeast,16710,N/A,King County
3530490070,12th Avenue South,24429,Zenith,King County
1932300075,35th Avenue Southwest,7742,High Point,King County
2525000510,Vashon Avenue Southeast,214,South Union,King County
1853000510,Northeast 143rd Street,19505,N/A,King County
1742800060,Seneca Avenue Northwest,518,N/A,King County
2723089104,Snoqualmie Valley Trail,17354,Wilderness Rim,King County
2619950350,Northeast 147th Place,28006,N/A,King County
4021100045,47th Place Northeast,18225,N/A,King County
731500200,105th Avenue Southeast,27101,N/A,King County
2591820310,Southeast 183rd Street,13408,Forest Estates,King County
3626039299,Northwest 97th Street,842,Crown Hill,King County
9346980140,157th Avenue Southeast,15704,N/A,King County
6613000140,Northeast 41st Street,5018,Laurelhurst,King County
8159610060,50th Place South,29017,N/A,King County
7830800339,104th Avenue Southeast,24518,N/A,King County
1588600045,8th Avenue Northwest,9020,Crown Hill,King County
826069046,Northeast 164th Street,16510,N/A,King County
1771000890,Northeast 158th Street,19739,N/A,King County
3300701170,18th Avenue Northwest,8548,Crown Hill,King County
7340500270,Northeast 173rd Place,10622,N/A,King County
9277200111,Southwest Lander Street,5348,Alki,King County
293720140,Northeast 204th Place,7546,N/A,King County
579003610,Northwest 96th Street,2335,North Beach,King County
1138020200,95th Place Northeast,12423,N/A,King County
3432500200,15th Avenue Northeast,N/A,N/A,King County
1563102435,57th Avenue Southwest,4043,N/A,King County
3959400710,12th Avenue South,4322,South Seattle,King County
8682300890,239th Way Northeast,13225,N/A,King County
4385700765,42nd Avenue East,2015,Edgewater Park,King County
5149300200,15th Place Southwest,30627,Marine View Demarwood,King County
9323600060,Southeast 58th Place,13608,N/A,King County
9273200140,Palm Avenue Southwest,1424,N/A,King County
9542300320,Southeast 14th Street,1330,Norwood Village,King County
770000045,57th Avenue South,9800,Rainier Beach,King County
6979900390,276th Court Northeast,2525,N/A,King County
6379500159,California Avenue Southwest,2343,Admiral,King County
826079094,Northeast 183rd Street,30409,N/A,King County
8856940060,224th Avenue Southeast,26831,Valley Glenn,King County
2972300060,Northeast 10th Street,3920,President Park,King County
3575200070,Northeast 14th Place,21225,N/A,King County
8146100270,109th Avenue Southeast,441,N/A,King County
8648200030,197th Place Southeast,19701,N/A,King County
208500160,N/A,3804,N/A,King County
1196003428,2nd Avenue Southwest,29414,Buenna,King County
5104450990,Southeast 159th Place,14007,Maple Ridge Estates,King County
3343901234,Blaine Avenue Northeast,1826,Kennydale,King County
226039214,18th Avenue Northwest,20028,N/A,King County
1623300160,Northwest 70th Street,412,Whittier Heights,King County
2205500575,Southeast 37th Street,14715,N/A,King County
4040800810,170th Place Northeast,857,N/A,King County
2612000390,South 137th Street,4295,N/A,King County
3814400125,29th Avenue,902,N/A,King County
7300400060,Southeast 302nd Street,12713,N/A,King County
1954700695,37th Avenue East,173,N/A,King County
7230200340,Southeast 142nd Street,17229,N/A,King County
3191000240,93rd Place Northeast,12632,N/A,King County
1139000069,Greenwood Avenue North,10715,N/A,King County
5693500270,Evanston Avenue North,4216,N/A,King County
686500030,161st Avenue Northeast,1805,N/A,King County
8731901940,Southwest 325th Street,3245,Twin Lakes,King County
2688100071,12th Avenue Northwest,9020,Crown Hill,King County
2423069155,260th Avenue Southeast,14808,N/A,King County
2329500260,South 305th Street,450,Puget Sound Hills,King County
2608300030,24th Avenue Southwest,8124,Westwood,King County
1494300060,169th Court Northeast,8605,N/A,King County
7504101230,Northeast 26th Place,22120,N/A,King County
8081020370,Southeast 58th Street,15317,N/A,King County
1446800511,South 124th Street,115,Beverly Park,King County
1623049062,30th Place South,2946,N/A,King County
6145601000,Greenwood Avenue North,10314,N/A,King County
205000520,Northeast 25th Street,25831,N/A,King County
3885805935,8th Avenue,532,N/A,King County
